idx	v_val	p_in	p_out	v_vec	time
525	0.29217237589601464	[0.05, 0.20999999999999996, 0.0]	[0.50651445 0.         0.        ]	"[4.33181488e-17 0.00000000e+00 4.08979626e-17 2.92978843e-01
 7.07021157e-01 0.00000000e+00 2.65515092e-16]"	11.365379810333252
526	0.29566312409134937	[0.05, 0.20999999999999996, 0.01]	[5.06545749e-01 5.38549264e-17 1.09705140e-16]	"[2.85803900e-17 2.99343337e-20 3.92368883e-20 2.95108687e-01
 7.04891313e-01 9.05304646e-16 6.78088506e-17]"	12.911471605300903
527	0.2989947947963636	[0.05, 0.20999999999999996, 0.02]	[5.06571385e-01 0.00000000e+00 5.48079717e-17]	"[1.05467278e-16 7.48046416e-17 1.32733238e-16 2.97063081e-01
 7.02936919e-01 9.40489391e-16 5.06644969e-20]"	12.336562156677246
528	0.295092477454487	[0.05, 0.21999999999999995, 0.0]	[5.06587527e-01 1.05223616e-16 8.25390602e-17]	"[0.00000000e+00 0.00000000e+00 4.49101961e-17 2.98133842e-01
 7.01866158e-01 0.00000000e+00 5.16200502e-16]"	11.38423776626587
529	0.29842765732332066	[0.05, 0.21999999999999995, 0.01]	[5.06613864e-01 1.73594701e-16 0.00000000e+00]	"[1.07645885e-17 2.43690652e-17 5.05428510e-17 2.99996686e-01
 7.00003314e-01 4.08518768e-17 7.11563960e-20]"	13.79930591583252
530	0.3016062407707406	[0.05, 0.21999999999999995, 0.02]	[0.50663736 0.         0.        ]	"[1.04328147e-16 7.76421963e-17 2.81649252e-17 3.01730835e-01
 6.98269165e-01 5.13145631e-16 0.00000000e+00]"	11.354265928268433
531	0.29783619524362287	[0.05, 0.22999999999999995, 0.0]	[5.06654727e-01 5.11540744e-17 5.46741840e-17]	"[2.45057613e-16 2.78202328e-16 2.53318080e-16 3.02968097e-01
 6.97031903e-01 1.28666264e-15 0.00000000e+00]"	11.995379209518433
532	0.3010192833186202	[0.05, 0.22999999999999995, 0.01]	[5.06676485e-01 1.04760657e-16 8.23934397e-17]	"[9.97723887e-18 3.90625348e-16 2.08391330e-16 3.04590085e-01
 6.95409915e-01 0.00000000e+00 4.36574515e-17]"	11.829823017120361
533	0.3040479388945264	[0.05, 0.22999999999999995, 0.02]	[5.06698022e-01 5.63605004e-17 0.00000000e+00]	"[1.64193899e-16 0.00000000e+00 2.51510403e-17 3.06159211e-01
 6.93840789e-01 2.46913805e-19 4.00557092e-17]"	12.901445865631104
534	0.3004082671711732	[0.05, 0.23999999999999994, 0.0]	[5.06718626e-01 0.00000000e+00 2.18284513e-16]	"[1.94541446e-16 2.38978581e-16 1.94950487e-16 3.07578703e-01
 6.92421297e-01 6.86653778e-16 6.18684011e-20]"	12.923643589019775
535	0.3034423648614525	[0.05, 0.23999999999999994, 0.01]	[5.06737165e-01 3.66950357e-16 1.91370531e-16]	"[0.00000000e+00 7.95237289e-17 7.45198157e-17 3.09042139e-01
 6.90957861e-01 1.63816920e-16 6.09617450e-33]"	12.34216570854187
536	0.3063239276900795	[0.05, 0.23999999999999994, 0.02]	[5.06754572e-01 3.06032148e-17 1.09021085e-16]	"[6.97815344e-16 4.79495479e-16 4.55877484e-16 3.10316233e-01
 6.89683767e-01 5.52574587e-15 1.29718399e-22]"	11.794272422790527
537	0.30281298146829305	[0.05, 0.24999999999999992, 0.0]	[0.50677611 0.         0.        ]	"[9.15282013e-20 1.87695768e-19 1.79215835e-19 3.11961721e-01
 6.88038279e-01 1.39865738e-18 2.44389884e-16]"	12.531764268875122
538	0.3057008732561248	[0.05, 0.24999999999999992, 0.01]	[0.50679321 0.         0.        ]	"[1.52831453e-16 7.97346379e-17 9.18369470e-17 3.13219450e-01
 6.86780550e-01 4.26787316e-15 0.00000000e+00]"	12.9932861328125
539	0.30843787664900507	[0.05, 0.24999999999999992, 0.02]	[0.50680906 0.         0.        ]	"[1.53161630e-17 5.12727825e-17 7.55433429e-17 3.14342174e-01
 6.85657826e-01 9.64734802e-17 5.36078188e-20]"	12.680345058441162
540	0.3050542343990247	[0.05, 0.2599999999999999, 0.0]	[5.06831547e-01 5.65688526e-17 1.63150050e-16]	"[1.94103974e-16 2.18150346e-16 1.81000513e-16 3.16115658e-01
 6.83884342e-01 8.54603386e-16 0.00000000e+00]"	12.003437995910645
541	0.3077984162224178	[0.05, 0.2599999999999999, 0.01]	[0.5068459 0.        0.       ]	"[7.47552982e-21 5.15373918e-20 2.47297098e-20 3.17193103e-01
 6.82806897e-01 1.66514778e-17 1.03622455e-16]"	13.378732681274414
542	0.31039314197390033	[0.05, 0.2599999999999999, 0.02]	[5.06857283e-01 0.00000000e+00 1.08682031e-16]	"[3.74298204e-16 7.33288906e-17 2.36237523e-16 3.18052674e-01
 6.81947326e-01 1.65087789e-15 2.21867130e-31]"	11.34281063079834
543	0.30713557504194033	[0.05, 0.2699999999999999, 0.0]	[5.06883011e-01 5.98607189e-17 2.89688683e-17]	"[0.00000000e+00 9.73538688e-17 0.00000000e+00 3.20045833e-01
 6.79954167e-01 1.77380810e-16 3.09673048e-16]"	17.628704071044922
544	0.30973828679939913	[0.05, 0.2699999999999999, 0.01]	[5.06896173e-01 0.00000000e+00 8.44996715e-17]	"[3.50813425e-21 0.00000000e+00 0.00000000e+00 3.20974666e-01
 6.79025334e-01 0.00000000e+00 0.00000000e+00]"	12.199248313903809
545	0.3121927678830735	[0.05, 0.2699999999999999, 0.02]	[0.5069059 0.        0.       ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.21718378e-01
 6.78281622e-01 0.00000000e+00 7.64290755e-17]"	11.266967535018921
546	0.30906024124579706	[0.05, 0.2799999999999999, 0.0]	[5.06930810e-01 8.32667268e-17 0.00000000e+00]	"[3.99628465e-18 0.00000000e+00 0.00000000e+00 3.23827022e-01
 6.76172978e-01 0.00000000e+00 0.00000000e+00]"	12.143441677093506
547	0.3115234945471036	[0.05, 0.2799999999999999, 0.01]	[5.06941006e-01 2.99022063e-17 0.00000000e+00]	"[1.00516454e-21 4.62971784e-17 1.59172120e-16 3.24537318e-01
 6.75462682e-01 1.14794454e-15 0.00000000e+00]"	12.866278886795044
548	0.31383956696040716	[0.05, 0.2799999999999999, 0.02]	[5.06947934e-01 6.69486965e-17 0.00000000e+00]	"[0.00000000e+00 1.43891570e-17 0.00000000e+00 3.25146944e-01
 6.74853056e-01 1.55671315e-15 3.78125927e-17]"	12.550009489059448
549	0.3108311967753762	[0.05, 0.2899999999999999, 0.0]	[0.5069781 0.        0.       ]	"[6.18131688e-17 0.00000000e+00 1.93295990e-16 3.27389429e-01
 6.72610571e-01 7.09699463e-16 0.00000000e+00]"	14.021210670471191
550	0.3131567952938254	[0.05, 0.2899999999999999, 0.01]	[5.06983365e-01 3.90404535e-16 1.62387600e-16]	"[2.03155249e-16 1.03340587e-16 2.00604862e-16 3.27940385e-01
 6.72059615e-01 3.25973495e-20 0.00000000e+00]"	13.296511888504028
551	0.31538437232511907	[0.05, 0.2899999999999999, 0.02]	[5.72077068e-01 1.00160184e-17 0.00000000e+00]	"[3.26338146e-20 5.07201450e-21 4.35878770e-20 2.54650898e-01
 4.08591624e-01 3.36757478e-01 0.00000000e+00]"	14.851036548614502
552	0.312451156404291	[0.05, 0.29999999999999993, 0.0]	[5.07021136e-01 0.00000000e+00 2.70341721e-16]	"[1.02379842e-16 0.00000000e+00 4.28908263e-17 3.30822793e-01
 6.69177207e-01 1.77080803e-15 0.00000000e+00]"	12.591523885726929
553	0.31464071548776135	[0.05, 0.29999999999999993, 0.01]	[0.50702453 0.         0.        ]	"[8.09121482e-21 1.43985331e-20 0.00000000e+00 3.31185076e-01
 6.68814923e-01 0.00000000e+00 1.51536105e-16]"	12.250070810317993
554	0.31667101054028945	[0.05, 0.29999999999999993, 0.02]	[0.57217967 0.         0.        ]	"[3.48437725e-16 7.11853882e-17 2.06284897e-16 2.58088064e-01
 4.06453620e-01 3.35458316e-01 0.00000000e+00]"	11.279591083526611
555	0.3139226048201808	[0.05, 0.30999999999999994, 0.0]	[5.07060202e-01 5.32073892e-17 0.00000000e+00]	"[4.91552318e-17 0.00000000e+00 1.43554562e-16 3.34008699e-01
 6.65991301e-01 1.33732610e-18 6.03486757e-20]"	13.361332893371582
556	0.31597757281967004	[0.05, 0.30999999999999994, 0.01]	[5.07063916e-01 7.45956639e-18 1.07993167e-16]	"[9.23367781e-17 0.00000000e+00 1.47096691e-16 3.34242112e-01
 6.65757888e-01 1.88148642e-14 9.83158294e-17]"	13.821748971939087
557	0.3176947300504804	[0.05, 0.30999999999999994, 0.02]	[9.99995169e-01 4.49881334e-17 4.63781105e-16]	"[1.74355757e-16 1.76891705e-17 2.50018085e-16 1.48235389e-01
 0.00000000e+00 8.51764611e-01 0.00000000e+00]"	15.782102346420288
558	0.3152478316046719	[0.05, 0.3199999999999999, 0.0]	[5.07096132e-01 3.83116746e-18 0.00000000e+00]	"[0.00000000e+00 4.71577833e-16 3.13755168e-16 3.37050991e-01
 6.62949009e-01 6.55322778e-19 1.26187356e-19]"	13.451239109039307
559	0.3171769781158261	[0.05, 0.3199999999999999, 0.01]	[5.69926998e-01 3.28190776e-16 5.55111512e-17]	"[0.00000000e+00 1.57853082e-20 0.00000000e+00 2.66462044e-01
 4.10524718e-01 3.23013238e-01 1.10661292e-16]"	9.73410964012146
560	0.3185963701219163	[0.05, 0.3199999999999999, 0.02]	[1.00000000e+00 4.65566857e-17 1.97215226e-31]	"[1.19029622e-16 2.79601657e-17 0.00000000e+00 1.51958465e-01
 0.00000000e+00 8.48041535e-01 0.00000000e+00]"	17.564241886138916
561	0.31642893704322095	[0.05, 0.32999999999999985, 0.0]	[5.07133068e-01 1.26098818e-16 1.07754066e-16]	"[1.22653833e-16 0.00000000e+00 0.00000000e+00 3.39998849e-01
 6.60001151e-01 0.00000000e+00 0.00000000e+00]"	14.217765092849731
562	0.3180803152575714	[0.05, 0.32999999999999985, 0.01]	[9.99997664e-01 0.00000000e+00 2.32873967e-16]	"[8.26018007e-19 9.92871993e-19 0.00000000e+00 1.55246411e-01
 1.46337072e-15 8.44753589e-01 0.00000000e+00]"	19.71800446510315
563	0.31935672152468153	[0.05, 0.32999999999999985, 0.02]	[9.99994670e-01 0.00000000e+00 2.32907852e-16]	"[3.68933315e-17 0.00000000e+00 5.69656903e-17 1.55488108e-01
 1.30420128e-19 8.44511892e-01 0.00000000e+00]"	27.250521898269653
564	0.31746784547712886	[0.05, 0.33999999999999986, 0.0]	[5.07166853e-01 2.42021233e-17 0.00000000e+00]	"[4.45862630e-17 0.00000000e+00 0.00000000e+00 3.42702992e-01
 6.57297008e-01 6.93048247e-19 5.62243027e-16]"	14.830580949783325
565	0.3188295273806645	[0.05, 0.33999999999999986, 0.01]	[0.99999968 0.         0.        ]	"[2.12116124e-17 5.02207245e-17 1.06982267e-16 1.58780777e-01
 1.26054480e-14 8.41219223e-01 0.00000000e+00]"	13.398135423660278
566	0.3199776394868239	[0.05, 0.33999999999999986, 0.02]	[9.99998638e-01 1.01833372e-15 9.33546046e-16]	"[0.00000000e+00 0.00000000e+00 3.25649427e-20 1.58866207e-01
 0.00000000e+00 8.41133793e-01 7.00153712e-17]"	18.128718852996826
567	0.3182896228197035	[0.05, 0.34999999999999987, 0.0]	[1. 0. 0.]	"[5.93147151e-16 3.56246881e-16 8.11303597e-16 1.61993422e-01
 1.10844114e-14 8.38006578e-01 1.48881593e-15]"	19.897521257400513
568	0.3194399293295885	[0.05, 0.34999999999999987, 0.01]	[9.99996309e-01 7.95621460e-17 7.01561961e-16]	"[0.00000000e+00 4.18306760e-18 0.00000000e+00 1.62135213e-01
 7.27095702e-17 8.37864787e-01 5.96684831e-17]"	20.57269549369812
569	0.32046084201355723	[0.05, 0.34999999999999987, 0.02]	[1. 0. 0.]	"[7.25534744e-17 8.82562230e-17 1.54953906e-16 1.62023695e-01
 0.00000000e+00 8.37976305e-01 2.78400053e-16]"	17.430357694625854
570	0.3188895079540419	[0.05, 0.3599999999999999, 0.0]	[0.9999987 0.        0.       ]	"[9.85715555e-19 0.00000000e+00 9.52811679e-19 1.65424683e-01
 1.45351325e-18 8.34575317e-01 1.07367596e-17]"	23.231030702590942
571	0.31991322122540783	[0.05, 0.3599999999999999, 0.01]	[9.99999786e-01 4.45059290e-16 0.00000000e+00]	"[5.76237694e-18 3.39622714e-18 5.46326895e-17 1.65327762e-01
 3.63074034e-18 8.34672238e-01 5.83072670e-18]"	14.190457105636597
572	0.32080792169882544	[0.05, 0.3599999999999999, 0.02]	[1. 0. 0.]	"[2.21847747e-18 0.00000000e+00 1.18348146e-16 1.65047151e-01
 3.37324808e-16 8.34952849e-01 0.00000000e+00]"	15.365847826004028
573	0.31935288839416726	[0.05, 0.3699999999999999, 0.0]	[0.99999461 0.         0.        ]	"[2.12860017e-16 1.77701441e-16 2.63620264e-16 1.68602643e-01
 7.81261234e-20 8.31397355e-01 0.00000000e+00]"	13.243963241577148
574	0.3202509777661184	[0.05, 0.3699999999999999, 0.01]	[1.00000000e+00 5.01631546e-16 2.34745112e-16]	[0.        0.        0.        0.1683085 0.        0.8316915 0.       ]	15.385087490081787
575	0.3210203536475554	[0.05, 0.3699999999999999, 0.02]	[9.99998533e-01 5.01407487e-16 6.16944095e-16]	"[2.52760039e-17 6.21520093e-18 6.60846602e-17 1.67906941e-01
 7.91899648e-16 8.32093057e-01 3.54697856e-17]"	12.14651870727539
576	0.3196813181185137	[0.05, 0.3799999999999999, 0.0]	[1.00000000e+00 2.61981602e-17 0.00000000e+00]	"[0.         0.         0.         0.17160637 0.         0.82839363
 0.        ]"	18.24169087409973
577	0.32045466217200297	[0.05, 0.3799999999999999, 0.01]	[1.00000000e+00 2.37028829e-16 0.00000000e+00]	[0.        0.        0.        0.1712202 0.        0.8287798 0.       ]	12.008421897888184
578	0.32109950040697366	[0.05, 0.3799999999999999, 0.02]	[1.00000000e+00 8.89765457e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.70581625e-01
 4.93805233e-15 8.29418375e-01 0.00000000e+00]"	14.880216121673584
579	0.3198762440940367	[0.05, 0.3899999999999999, 0.0]	[0.99999915 0.         0.        ]	"[1.28775184e-16 1.20294203e-16 1.44509580e-16 1.74441693e-01
 9.17666793e-15 8.25558307e-01 0.00000000e+00]"	17.341387510299683
580	0.3205256190505082	[0.05, 0.3899999999999999, 0.01]	[9.99999025e-01 2.37368086e-16 0.00000000e+00]	"[2.30815992e-16 1.36992712e-16 2.58228479e-16 1.73817833e-01
 1.06474505e-16 8.26182167e-01 1.84973380e-16]"	15.517856121063232
581	0.3210466260388177	[0.05, 0.3899999999999999, 0.02]	[1.00000000e+00 2.57585947e-17 0.00000000e+00]	"[0.         0.         0.         0.17308843 0.         0.82691157
 0.        ]"	12.841588020324707
582	0.31993900574064443	[0.05, 0.3999999999999998, 0.0]	[1. 0. 0.]	"[4.53700506e-16 0.00000000e+00 2.92506230e-16 1.77139036e-01
 1.88210989e-16 8.22860963e-01 0.00000000e+00]"	13.561675310134888
583	0.3204651061515845	[0.05, 0.3999999999999998, 0.01]	[9.99999827e-01 6.82367864e-16 0.00000000e+00]	"[2.66300738e-16 1.54176037e-16 1.53639978e-16 1.76347196e-01
 6.80215759e-15 8.23652804e-01 2.54160650e-19]"	14.424678325653076
584	0.3208628956196007	[0.05, 0.3999999999999998, 0.02]	[0.9999995 0.        0.       ]	"[0.00000000e+00 1.04968869e-16 3.01427185e-17 1.75450230e-01
 7.56331661e-17 8.24549770e-01 1.28473494e-16]"	20.24263072013855
585	0.3198708412225552	[0.05, 0.4099999999999998, 0.0]	[1. 0. 0.]	"[0.00000000e+00 1.20354546e-16 0.00000000e+00 1.79657338e-01
 4.74365017e-16 8.20342662e-01 6.37990240e-17]"	19.046407461166382
586	0.3202742777181322	[0.05, 0.4099999999999998, 0.01]	[0.99999875 0.         0.        ]	"[1.96405607e-16 1.53146289e-17 1.48930600e-16 1.78736970e-01
 3.94555238e-15 8.21263027e-01 0.00000000e+00]"	12.478333950042725
587	0.32054938301319674	[0.05, 0.4099999999999998, 0.02]	[0.99999979 0.         0.        ]	"[1.65769319e-16 2.18838812e-16 1.05288102e-16 1.77679103e-01
 1.35850501e-15 8.22320897e-01 2.60298964e-17]"	12.814202308654785
588	0.31967289925570486	[0.05, 0.4199999999999998, 0.0]	[1.00000000e+00 5.41736795e-16 4.73546884e-16]	"[7.30926888e-17 2.07569365e-16 2.19266702e-16 1.82014400e-01
 4.37084982e-15 8.17985596e-01 0.00000000e+00]"	12.521655082702637
589	0.319954198089183	[0.05, 0.4199999999999998, 0.01]	[9.99996545e-01 5.32109969e-16 5.55111512e-17]	"[5.17732785e-16 4.93541733e-16 5.03107668e-16 1.80960727e-01
 1.95469547e-12 8.19039270e-01 4.26529788e-17]"	12.506844997406006
590	0.32010707539701055	[0.05, 0.4199999999999998, 0.02]	[1. 0. 0.]	"[0.00000000e+00 1.98608919e-22 9.93044595e-22 1.79733544e-01
 3.97217838e-22 8.20266456e-01 6.96037795e-17]"	11.86806583404541
591	0.3193462336442137	[0.05, 0.4299999999999998, 0.0]	[1. 0. 0.]	"[4.46768700e-20 7.44975514e-18 1.33830324e-16 1.84244460e-01
 0.00000000e+00 8.15755540e-01 7.76368255e-18]"	13.076257944107056
592	0.31950584783194125	[0.05, 0.4299999999999998, 0.01]	[9.99994743e-01 2.00664221e-15 7.10752706e-16]	"[7.15647528e-16 0.00000000e+00 6.66371456e-16 1.82969633e-01
 0.00000000e+00 8.17030367e-01 0.00000000e+00]"	16.86733865737915
593	0.3195368775785397	[0.05, 0.4299999999999998, 0.02]	[9.99999366e-01 2.29070631e-16 1.44520482e-16]	"[0.00000000e+00 4.56894255e-18 7.78336947e-17 1.81654779e-01
 2.38792092e-15 8.18345221e-01 0.00000000e+00]"	15.246359825134277
594	0.31889182155808915	[0.05, 0.43999999999999984, 0.0]	[0.99999773 0.         0.        ]	"[0.         0.         0.         0.18635244 0.         0.81364756
 0.        ]"	14.316234588623047
595	0.3189301251481159	[0.05, 0.43999999999999984, 0.01]	[0.9999973 0.        0.       ]	"[0.00000000e+00 0.00000000e+00 2.35877659e-16 1.84959486e-01
 1.39806786e-14 8.15040514e-01 3.72516653e-17]"	13.194546222686768
596	0.31883961509280623	[0.05, 0.43999999999999984, 0.02]	[1.00000000e+00 1.02880933e-16 0.00000000e+00]	"[1.06308285e-16 0.00000000e+00 1.18181258e-16 1.83423251e-01
 0.00000000e+00 8.16576749e-01 0.00000000e+00]"	13.038358449935913
597	0.3183105534794423	[0.05, 0.44999999999999984, 0.0]	[0.99999684 0.         0.        ]	"[2.83842378e-16 0.00000000e+00 2.87085081e-16 1.88253515e-01
 7.36655191e-16 8.11746485e-01 0.00000000e+00]"	15.29933762550354
598	0.3182278526257534	[0.05, 0.44999999999999984, 0.01]	[0.99999733 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.86719252e-01
 5.73029267e-16 8.13280748e-01 4.63101688e-17]"	13.425468921661377
599	0.31801604000020306	[0.05, 0.44999999999999984, 0.02]	[1.00000000e+00 3.05585660e-16 4.74485785e-16]	"[5.30259772e-17 0.00000000e+00 1.67292892e-17 1.85116304e-01
 1.43345878e-15 8.14883693e-01 1.72948498e-17]"	11.751361608505249
600	0.31760324752771896	[0.05, 0.45999999999999985, 0.0]	[0.99999827 0.         0.        ]	"[1.37003330e-16 1.06124590e-16 0.00000000e+00 1.90027075e-01
 0.00000000e+00 8.09972925e-01 6.14824303e-16]"	18.7986843585968
601	0.3173997762402391	[0.05, 0.45999999999999985, 0.01]	[0.99999882 0.         0.        ]	"[0.00000000e+00 1.91571055e-18 4.47683316e-20 1.88390823e-01
 0.00000000e+00 8.11609177e-01 1.14169955e-16]"	12.537266731262207
602	0.3170668202455888	[0.05, 0.45999999999999985, 0.02]	[9.99999359e-01 2.05221398e-16 4.78048567e-17]	"[1.22732679e-16 0.00000000e+00 0.00000000e+00 1.86533306e-01
 0.00000000e+00 8.13466694e-01 0.00000000e+00]"	21.51952862739563
603	0.31677064566666585	[0.05, 0.46999999999999986, 0.0]	[0.99999654 0.         0.        ]	"[0.00000000e+00 1.72835873e-16 0.00000000e+00 1.91677413e-01
 0.00000000e+00 8.08322587e-01 4.32531602e-16]"	13.166528940200806
604	0.31644656757977724	[0.05, 0.46999999999999986, 0.01]	[9.99998834e-01 6.48732763e-16 0.00000000e+00]	"[3.45120187e-16 2.74355239e-16 0.00000000e+00 1.89840684e-01
 0.00000000e+00 8.10159316e-01 3.39225629e-16]"	33.031479835510254
605	0.3159925698327739	[0.05, 0.46999999999999986, 0.02]	[1. 0. 0.]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.87828780e-01
 0.00000000e+00 8.12171220e-01 1.03209297e-16]"	11.66261100769043
606	0.3158134191518734	[0.05, 0.47999999999999976, 0.0]	[0.99999935 0.         0.        ]	"[0.00000000e+00 1.08771074e-16 7.14856413e-17 1.93192169e-01
 0.00000000e+00 8.06807831e-01 1.23872060e-16]"	13.737759113311768
607	0.3153688312164067	[0.05, 0.47999999999999976, 0.01]	[1.00000000e+00 4.96873294e-16 2.38171635e-16]	"[3.20705107e-15 2.77839018e-15 3.49685178e-15 1.91198923e-01
 2.73749157e-15 8.08801077e-01 6.62190047e-18]"	24.61394762992859
608	0.31479381758630925	[0.05, 0.47999999999999976, 0.02]	[0.999996 0.       0.      ]	"[1.55164365e-16 1.89675029e-17 1.36138173e-16 1.89024912e-01
 0.00000000e+00 8.10975088e-01 0.00000000e+00]"	12.405927419662476
609	0.31473216976586627	[0.05, 0.48999999999999977, 0.0]	[0.99999904 0.         0.        ]	"[0.00000000e+00 6.90572552e-17 6.66155820e-17 1.94567132e-01
 1.27953896e-16 8.05432868e-01 8.32667268e-17]"	12.897276639938354
610	0.31416710090216704	[0.05, 0.48999999999999977, 0.01]	[1.00000000e+00 9.59147002e-16 2.38359874e-16]	"[0.00000000e+00 2.42007701e-16 2.03858121e-16 1.92415442e-01
 5.17442688e-16 8.07584558e-01 0.00000000e+00]"	37.51215863227844
611	0.3134710283440616	[0.05, 0.48999999999999977, 0.02]	[1.00000000e+00 8.78710187e-16 9.91586441e-16]	"[9.95209975e-17 0.00000000e+00 0.00000000e+00 1.90147253e-01
 0.00000000e+00 8.09852747e-01 1.71197454e-17]"	15.82656455039978
612	0.3135274308143091	[0.05, 0.4999999999999998, 0.0]	[1.00000000e+00 3.87342325e-16 5.97204493e-16]	"[0.00000000e+00 6.27543708e-17 6.82943209e-18 1.95776088e-01
 7.66916520e-17 8.04223912e-01 3.10351209e-17]"	20.307368278503418
613	0.3128418433040454	[0.05, 0.4999999999999998, 0.01]	[1. 0. 0.]	"[0.00000000e+00 1.17510824e-16 1.89346143e-17 1.93487075e-01
 3.94620478e-20 8.06512925e-01 8.32157310e-17]"	19.051604986190796
614	0.31202460535456894	[0.05, 0.4999999999999998, 0.02]	[1.00000000e+00 2.74807985e-16 3.57230262e-16]	"[1.28099295e-16 6.78423032e-18 1.56203780e-17 1.91079615e-01
 1.26333494e-17 8.08920385e-01 2.45734883e-16]"	15.702788829803467
615	0.2617094631111039	[0.060000000000000005, 0.1, 0.0]	[5.04740866e-01 0.00000000e+00 2.46519033e-32]	"[1.08323123e-16 8.77095773e-17 0.00000000e+00 1.92325689e-01
 8.07674311e-01 1.07597657e-15 0.00000000e+00]"	14.666513442993164
616	0.2673077385158773	[0.060000000000000005, 0.1, 0.01]	[5.04879918e-01 1.05032726e-16 0.00000000e+00]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.98894949e-01
 8.01105051e-01 1.96855584e-18 0.00000000e+00]"	13.25169849395752
617	0.27266527174914224	[0.060000000000000005, 0.1, 0.02]	[5.05007371e-01 5.02695616e-17 4.93038066e-32]	"[4.62559505e-17 1.32537987e-16 9.55410768e-17 2.04983720e-01
 7.95016280e-01 1.82866003e-16 1.44334769e-16]"	15.08750033378601
618	0.26720371640591006	[0.060000000000000005, 0.11, 0.0]	[5.04952023e-01 0.00000000e+00 1.14726059e-16]	"[2.80738638e-17 1.16538437e-16 1.24306414e-16 2.02252070e-01
 7.97747926e-01 6.82115923e-15 9.19511476e-17]"	10.476828813552856
619	0.27254443831912706	[0.060000000000000005, 0.11, 0.01]	[0.505074 0.       0.      ]	"[0.00000000e+00 4.10368650e-17 0.00000000e+00 2.08217094e-01
 7.91782906e-01 0.00000000e+00 8.32935630e-17]"	19.930333137512207
620	0.2776579022428658	[0.060000000000000005, 0.11, 0.02]	[5.05184380e-01 5.53122939e-17 0.00000000e+00]	"[3.96882404e-16 8.37713769e-16 2.04743522e-16 2.13715789e-01
 7.86284211e-01 5.50364772e-17 7.58220887e-17]"	17.421953916549683
621	0.27239515567453393	[0.060000000000000005, 0.12, 0.0]	[5.05139166e-01 1.06505570e-16 8.48235301e-17]	"[0.00000000e+00 1.77942993e-20 0.00000000e+00 2.11493387e-01
 7.88506613e-01 6.49724416e-15 4.96425838e-17]"	16.351219654083252
622	0.2774948658272254	[0.060000000000000005, 0.12, 0.01]	[0.5052464 0.        0.       ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.16892436e-01
 7.83107564e-01 0.00000000e+00 4.03057998e-16]"	16.670586824417114
623	0.2823785742450956	[0.060000000000000005, 0.12, 0.02]	[5.05340450e-01 0.00000000e+00 5.67520319e-17]	"[8.21941429e-17 2.47150011e-16 5.66607400e-17 2.21863132e-01
 7.78136868e-01 5.55047207e-17 9.71227129e-17]"	14.35381293296814
624	0.2773042736155723	[0.060000000000000005, 0.13, 0.0]	[5.05306743e-01 5.71319159e-17 1.13609442e-16]	"[6.66191903e-17 0.00000000e+00 0.00000000e+00 2.20095096e-01
 7.79904904e-01 0.00000000e+00 3.67920627e-17]"	14.529311656951904
625	0.28217685975940887	[0.060000000000000005, 0.13, 0.01]	[0.50540174 0.         0.        ]	"[0.         0.         0.         0.22501794 0.77498206 0.
 0.        ]"	15.862368106842041
626	0.28684293578358155	[0.060000000000000005, 0.13, 0.02]	[5.05484432e-01 2.82727900e-17 5.65273162e-17]	"[2.55059629e-21 1.01865415e-16 2.78553359e-17 2.29554437e-01
 7.70445562e-01 0.00000000e+00 3.03394354e-16]"	12.446667194366455
627	0.28194837514212434	[0.060000000000000005, 0.13999999999999999, 0.0]	[5.05458536e-01 0.00000000e+00 5.65678455e-17]	"[3.41732784e-16 2.96462035e-16 2.13697923e-16 2.28143053e-01
 7.71856947e-01 2.22044605e-16 1.11022302e-16]"	14.03975534439087
628	0.28660562214315977	[0.060000000000000005, 0.13999999999999999, 0.01]	[5.05539606e-01 5.45750540e-17 0.00000000e+00]	"[7.48459327e-17 3.96505862e-18 9.53411896e-17 2.32551227e-01
 7.67448773e-01 2.60928848e-15 2.32562516e-16]"	12.291284799575806
629	0.29110622844722717	[0.060000000000000005, 0.13999999999999999, 0.02]	[0.5717163 0.        0.       ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.52137881e-01
 4.61173769e-01 3.86688349e-01 8.54829218e-16]"	21.369027614593506
630	0.2863422349976389	[0.060000000000000005, 0.14999999999999997, 0.0]	[0.50559565 0.         0.        ]	"[0.00000000e+00 0.00000000e+00 0.00000000e+00 2.35625783e-01
 7.64374217e-01 0.00000000e+00 2.70027554e-16]"	14.311841011047363
631	0.2907942383204046	[0.060000000000000005, 0.14999999999999997, 0.01]	[5.05668014e-01 5.46754829e-17 0.00000000e+00]	"[2.72842030e-17 8.09949465e-17 0.00000000e+00 2.39690911e-01
 7.60309089e-01 0.00000000e+00 6.97943852e-21]"	13.48042106628418
